"","Metabolite","Max_Correlation","mean_top5","min_top5","Lag","ci_lower","ci_upper","significant"
"225","259.14207/4.228",0.563372219070363,0.553109018215923,0.535235130428492,24,-0.276106650768028,0.276296664604563,TRUE
"226","363.22594/5.139",0.563322461910538,0.519002810464964,0.474788219532887,1,-0.26988181699752,0.274221757440501,TRUE
"227","280.16518/6.546",0.56327345187824,0.540013973254732,0.515745681757149,0,-0.270845022939605,0.273387866262467,TRUE
"228","Dibutyl Adipate",0.56327345187824,0.540013973254732,0.515745681757149,0,-0.270845022939605,0.273387866262467,TRUE
"229","287.17334/4.34",0.563231721638499,0.561014706823702,0.558441112062138,22,-0.272588790063404,0.279513928149709,TRUE
"230","265.15268/5.399",0.563081364081871,0.543354265156918,0.51002357829316,0,-0.273587006594704,0.276363888453342,TRUE
"231","273.93492/0.873",0.561757264857478,0.536827720782938,0.508525521090653,1,-0.279831592445482,0.274411040590118,TRUE
"232","543.88768/0.872",0.561590228017824,0.511860512377854,0.450468634210675,1,-0.278104577593086,0.285342387350893,TRUE
"233","221.88143/1.108",0.561536688383782,0.548735615230155,0.530717181497635,22,-0.27510882643408,0.274957589524661,TRUE
"234","298.08199/4.589",0.560392757545711,0.546453598280629,0.531912402228605,25,-0.27745788797182,0.280647559229136,TRUE
"235","359.19464/6.361",0.55980596156589,0.527795657231535,0.51107993439406,-25,-0.271201912154835,0.275529537549214,TRUE
"236","Np-020401",0.559752438776456,0.542519558092206,0.53177736611372,25,-0.278176564279986,0.279445736653663,TRUE
"237","()-Camphoric Aci",0.559554967800904,0.549954101836537,0.543700890703543,20,-0.271806867236493,0.274465182998257,TRUE
"238","Neca",0.558386425402046,0.536022781729582,0.513888298924535,25,-0.277277678603569,0.277364373345493,TRUE
"239","168.03989/1.889",0.557211875130472,0.512787225778752,0.451513567281965,-1,-0.27528580695136,0.280665766005774,TRUE
"240","5-Methylbenzimidazole",0.554310884053321,0.472452809888288,0.411022054225508,28,-0.282650522102265,0.273749113427856,TRUE
"241","Capryloylglycine",0.554192829575295,0.542644490845557,0.521757454490557,-1,-0.272885636318515,0.276627364670087,TRUE
"242","611.8756/0.871",0.553986958538733,0.487391470786224,0.436326831955229,1,-0.276195405587977,0.278025412457677,TRUE
"243","279.84028/0.902",0.553289213144409,0.530391362991083,0.501494911215256,22,-0.275930204461443,0.274415356907015,TRUE
"244","N-Nitrosoproline",0.551769798119748,0.530506578854001,0.507573913274636,25,-0.274036940564678,0.276150429565209,TRUE
"245","268.12876/6.937",0.551563537852036,0.501236291775012,0.459778180973568,-1,-0.280082211467723,0.270798319369273,TRUE
"246","361.21025/8.097",0.550523163728014,0.532413746788599,0.514407062577685,27,-0.273927627433473,0.276248606381114,TRUE
"247","Metharbital",0.549361395325481,0.54587992118631,0.542232062578151,-3,-0.273721641868397,0.273061154356874,TRUE
"248","301.15266/3.941",0.548359683675809,0.532741335180172,0.513205887131039,-21,-0.277527772668634,0.280135638931363,TRUE
"249","Otonecine",0.548120851302382,0.509577555538609,0.438244235660511,-13,-0.273036297098418,0.272642536755276,TRUE
"250","285.15774/4.416",0.546960292697346,0.534640096696041,0.523891573974596,25,-0.27754123680325,0.280706282613816,TRUE
"251","286.14172/4.003",0.546511256253873,0.530423204797061,0.512443971506474,24,-0.280002602532556,0.275849701028556,TRUE
"252","235.14202/2.391",0.546191910174241,0.537963182779179,0.525945432639157,25,-0.27736165405712,0.275920302336026,TRUE
"253","331.1996/4.29",0.545888453581399,0.54344101385305,0.541560997908723,21,-0.273677883304804,0.272891603360446,TRUE
"254","298.08201/4.842",0.545366610427201,0.514836918407888,0.46156283511622,25,-0.275621596659808,0.277344811321625,TRUE
"255","327.89103/0.81",0.543549096680733,0.502949722818901,0.472471399191641,22,-0.274082751289122,0.275406854479495,TRUE
"256","396.17625/7.829",0.543351964831332,0.500645338596617,0.444720718407435,-25,-0.275524501040901,0.277312343611645,TRUE
"257","377.87346/0.776",0.542545014445676,0.538759257110002,0.529785520375337,27,-0.276511926751846,0.272109548449241,TRUE
"258","326.13426/8.219",0.542377934057075,0.503244147561742,0.478295494363889,-18,-0.273840223361405,0.275709607016475,TRUE
"259","Np-020515",0.53976689561237,0.531737815076931,0.513222320987972,22,-0.269683174913995,0.274615142921993,TRUE
"260","339.92503/0.873",0.538947456420207,0.502241133209065,0.465328850230707,1,-0.280570879949569,0.281764619342419,TRUE
"261","335.19454/5.139",0.538732594242535,0.508144754627563,0.478047061992083,-1,-0.27796704177792,0.271591217989474,TRUE
"262","190.12055/3.48",0.535650582849626,0.508890169430898,0.470597874307354,19,-0.273342331325302,0.275714880002982,TRUE
"263","Cis-Trihomoaconitic Acid",0.53544076596227,0.525888226662868,0.50599412077103,22,-0.274260217865914,0.269666965443062,TRUE
"264","326.13429/6.743",0.533485139931031,0.523979901397162,0.519386902811432,25,-0.27545505335573,0.279347661340099,TRUE
"265","264.09743/4.104",0.532560235042108,0.524544965135296,0.519722427253464,25,-0.27670645904989,0.278713382272647,TRUE
"266","340.15/8.654",0.532261908825911,0.518913500820978,0.49781465863334,-18,-0.275057117909014,0.278070746081259,TRUE
"267","291.16825/2.256",0.532241236635558,0.498565529273488,0.465049922197911,1,-0.273316201808527,0.27486742462516,TRUE
"268","Dibenzothiophene 5-Oxide",0.531162914998313,0.525301435552833,0.515718242412367,23,-0.271763993554789,0.273427465897495,TRUE
"269","207.14713/3.48",0.530194558228348,0.496900518696871,0.479751283105497,19,-0.266853346203005,0.269733148074541,TRUE
"270","326.13423/8.524",0.529986075377781,0.483961565370587,0.428726455880584,-18,-0.270709582479546,0.277507350563006,TRUE
"271","324.11864/6.703",0.529156269685716,0.503211223587084,0.484936445814255,-27,-0.277373167117455,0.279110443938858,TRUE
"272","O-Propenoyl-D-Carnitine",0.528572612712775,0.49485260407322,0.445439137332561,1,-0.274325989281115,0.268452451876132,TRUE
"273","315.1683/7.899",0.528520594072327,0.503728391837698,0.478740372844055,-25,-0.280785246044427,0.275807040361164,TRUE
"274","273.15769/3.877",0.527828289060847,0.520396092650074,0.514574392279043,20,-0.273838732753879,0.28089652292498,TRUE
"275","141.94088/0.97",0.527678456822391,0.510608039455445,0.490200461570321,23,-0.277073807018492,0.275043111607553,TRUE
"276","277.15262/4.59",0.527295391828236,0.519565895102998,0.510409924675987,25,-0.276266554372512,0.275219101828517,TRUE
"277","252.13382/6.276",0.527126591247634,0.491992532456768,0.437129222826335,-1,-0.278701289393791,0.270390261981803,TRUE
"278","323.19454/5.566",0.526674723926264,0.517968288575383,0.507105285542357,0,-0.274149597504917,0.2710025426021,TRUE
"279","422.19194/11.275",0.526115122231375,0.494764856674428,0.449089044468376,-25,-0.272687985544314,0.270214477743102,TRUE
"280","4-Decyl-3-Hydroxy-5-Oxooxolane-2,3-Dicarboxylic Acid",0.526100130125627,0.499787738930637,0.466421327592809,25,-0.274197337560042,0.276346490946081,TRUE
"281","296.16011/7.01",0.524295951301041,0.508008312432024,0.494626075650784,-3,-0.277670507110709,0.276273561268922,TRUE
"282","Butyryl-L-Homoserine Lactone",0.523551048330759,0.456926275063777,0.376779633280111,-13,-0.273365051737525,0.268165300186856,TRUE
"283","277.88615/0.891",0.521588869909092,0.515744576481461,0.505922974241113,27,-0.275025508873279,0.276638327970076,TRUE
"284","352.1864/8.199",0.521182213498831,0.461748537442279,0.392812537107237,0,-0.276084762059438,0.274033057223012,TRUE
"285","323.19458/4.244",0.520789933294796,0.489285948614216,0.438832718644631,1,-0.27337878628864,0.276521600217595,TRUE
"286","321.17888/8.622",0.520556868586712,0.514584518985939,0.500578787525122,-21,-0.279769037084092,0.279622542444766,TRUE
"287","359.19461/6.271",0.520294573284385,0.51331681288896,0.50689120322853,25,-0.273389860741369,0.277735435238261,TRUE
"288","Decylubiquinone",0.520089312550136,0.47728756397465,0.417304382847195,-17,-0.276529060685084,0.274268323775993,TRUE
"289","460.18256/9.348",0.519678591998276,0.504206650895763,0.490322108463386,2,-0.273013917928491,0.271242130571675,TRUE
"290","298.1393/3.037",0.519108798133885,0.493516598841665,0.474978423981054,-1,-0.268621730177898,0.270288733200725,TRUE
"291","Ethyl Butylacetylaminopropionate",0.518449536761964,0.497086325625942,0.48127091370535,-20,-0.273573731688778,0.271435314794914,TRUE
"292","320.08735/4.227",0.518032113633018,0.486511331802998,0.456469925595088,25,-0.272917161316912,0.268060351151328,TRUE
"293","280.16523/6.017",0.516578491510796,0.486659993096727,0.457452038317638,-1,-0.276912912923388,0.274378148426768,TRUE
"294","327.16831/7.882",0.516353055526973,0.506025986286306,0.499579428073281,25,-0.269908142054433,0.278260593555328,TRUE
"295","Moxnidazole",0.516315227427183,0.506892434862348,0.500736615834379,-20,-0.276357749078596,0.278797910005836,TRUE
"296","219.92746/0.872",0.515844447923032,0.502856657892189,0.491702871040173,23,-0.278678636395562,0.277859945049955,TRUE
"297","3-(3-Hydroxynonanoyl)Oxy-4-(Trimethylammonio)Butanoate",0.515686117511685,0.48799123582298,0.451303235928399,2,-0.27358181081848,0.273587228735391,TRUE
"298","89.9694/1.116",0.515283683486968,0.468983757821185,0.429123386918891,19,-0.272216804636593,0.274913558555928,TRUE
"299","448.34167/11.084",0.514407005875823,0.458777160688005,0.383142307608345,-1,-0.270926651233374,0.275438476225492,TRUE
"300","4-(2-Isopropyl-5-Methylcyclohexyl)Oxy-4-Oxobutanoic Acid",0.51386486900589,0.469526337080089,0.419561726518782,0,-0.271260062212421,0.277777803855537,TRUE
"301","327.20469/7.031",0.512881982280422,0.502360429108416,0.481245608296737,-24,-0.271845477661312,0.270005806625646,TRUE
"302","213.0249/8.604",0.51241153776956,0.496831257516946,0.478330639712066,25,-0.275565685398011,0.276389300556569,TRUE
"303","191.15219/1.204",0.512347935113768,0.459836148599475,0.418760409873116,-26,-0.277668957689281,0.270228548129822,TRUE
"304","297.19169/9.096",0.512066597337769,0.472560002774074,0.412794477998713,-25,-0.271021845029843,0.269709893457489,TRUE
"305","256.96999/0.784",0.511985217256299,0.506231482590084,0.499035499491543,19,-0.277054443109538,0.276564871595999,TRUE
"306","337.21018/2.559",0.511627653312263,0.493723596857635,0.4627493324918,1,-0.269710925087818,0.271722955383451,TRUE
"307","221.88153/0.898",0.511360673440053,0.491027429986243,0.478936883275303,23,-0.278171313331584,0.277210301848606,TRUE
"308","418.29478/11.092",0.511338467770561,0.46198929243334,0.389065918853143,-1,-0.270099856163433,0.276044251311318,TRUE
"309","286.14176/4.29",0.511059753701134,0.493109976437195,0.466956842269905,25,-0.276583788692119,0.277232566150304,TRUE
"310","492.35421/10.689",0.510870978197888,0.484719567076299,0.442347560173727,-25,-0.271183157006026,0.265320077626893,TRUE
"311","438.20062/9.347",0.510067315558511,0.49589965018997,0.484363529150871,2,-0.274211059485611,0.270566970560749,TRUE
"312","507.7064/0.903",0.509493317629129,0.470121250641424,0.424206833346153,2,-0.272185468393853,0.28190037151252,TRUE
"313","252.13382/6.42",0.508715362616063,0.475047948389502,0.438749142464999,-1,-0.276014971740167,0.272483542898624,TRUE
"314","Ethyl Acetate",0.50718448584992,0.487573423215082,0.473679221651289,-25,-0.273795442135198,0.275181255844176,TRUE
"315","481.22919/4.248",0.507114310694824,0.493578188645812,0.472541986194321,24,-0.275066544282359,0.27391402048283,TRUE
"316","347.23094/6.994",0.506534039415425,0.469410896313702,0.438737633773438,2,-0.279071461341775,0.277676579087844,TRUE
"317","254.07667/2.443",0.506487497076584,0.473765925949121,0.436978245883852,0,-0.271035546079247,0.272664513143082,TRUE
"318","254.11304/2.985",0.50644489188092,0.48382228072469,0.459498062419176,-1,-0.273316947397126,0.270519061608292,TRUE
"319","274.14176/6.432",0.506170952565554,0.486027353792959,0.455772346217385,-27,-0.276587787283413,0.275725015742007,TRUE
"320","310.17578/4.523",0.505989269354752,0.474122434295969,0.439696572039931,0,-0.275380077295896,0.269285156801565,TRUE
"321","Glutarylcarnitine",0.505163320161073,0.495224374623191,0.487726497318818,-25,-0.271528658333307,0.273444965025925,TRUE
"322","Dyclonine",0.505092512958031,0.493638601587134,0.481789674581915,-20,-0.277728355526035,0.273046272991572,TRUE
"323","287.9149/0.873",0.504718335621059,0.495720938664595,0.489801170561879,26,-0.274649890904825,0.279456572738124,TRUE
"324","331.19965/5.225",0.504713483232521,0.482567186519264,0.470880555514971,25,-0.275381862924699,0.274476216106746,TRUE
"325","(4s)-4-(6-Carboxyhexanoyl)Oxy-4-(Trimethylammonio)Butanoate",0.503831266261548,0.488023661661176,0.481030498266845,25,-0.276183724777586,0.272950194001696,TRUE
"326","321.17885/8.525",0.503803708823954,0.459132104913948,0.408864240979802,-17,-0.274164605559799,0.273744224758083,TRUE
"327","385.91832/0.863",0.503715056352331,0.47963683224537,0.457393438905543,1,-0.275886604585285,0.277155876211997,TRUE
"328","287.17338/5.119",0.502601279147041,0.496815127455657,0.482502712075672,-25,-0.274675520538546,0.276123633468274,TRUE
"329","334.17574/9.909",0.501811359783721,0.466865116373125,0.435786995893888,0,-0.277840549498339,0.276676503008388,TRUE
"330","Choline",0.501141011944417,0.472709302342907,0.453386050743648,8,-0.271234726318479,0.274802761837873,TRUE
"331","4-Oxotretinoin",0.499425180936257,0.474214185557578,0.449954023915517,-17,-0.275748258859581,0.276705176843761,TRUE
"332","330.15724/14.936",0.499062459147103,0.4392675988732,0.376853960630961,19,-0.275322630587274,0.273934142272785,TRUE
"333","420.31021/11.088",0.498035634036338,0.4463321272094,0.393707026844136,0,-0.271267939342877,0.275470203735541,TRUE
"334","182.06686/1.339",0.497847269709894,0.470161656565335,0.444667856645257,-25,-0.274659996243688,0.271829066662283,TRUE
"335","Asarone",0.497410962292776,0.489058304838441,0.482623252970195,1,-0.272816324425579,0.277567555649342,TRUE
"336","254.93185/0.756",0.497212992705038,0.468070030094694,0.423711895812779,1,-0.276536108663359,0.278258860106057,TRUE
"337","317.18392/7.137",0.496873135635647,0.467485337114707,0.444351702774047,25,-0.275652544842398,0.271231049433104,TRUE
"338","3-Hydroxysebacic Acid",0.495934673763549,0.457408633899459,0.413451572360108,0,-0.27872533945481,0.276641395056789,TRUE
"339","285.15776/4.29",0.495585729365666,0.489543260226253,0.480289825629849,20,-0.272532144681323,0.275602643701935,TRUE
"340","277.15259/2.449",0.494453791575929,0.46301167426183,0.400810141307869,1,-0.267521046740966,0.275949840826697,TRUE
"341","231.18349/8.384",0.493703926479337,0.456460136394431,0.414590094513738,27,-0.277511748119403,0.273518521286061,TRUE
"342","3,5-Di-Tert-Butylbenzoquinone",0.493425696650172,0.46551214782247,0.44986688560283,19,-0.273727303869999,0.270349614216858,TRUE
"343","L-Hexanoylcarnitine",0.493167408947105,0.458741795385931,0.431926731705333,0,-0.272234624727119,0.272639448699433,TRUE
"344","319.1996/4.539",0.492090330488794,0.462221506332276,0.42383028416031,8,-0.272691676086382,0.274023141185572,TRUE
"345","263.13694/3.217",0.490825680592686,0.457720487078416,0.435674144470044,25,-0.274700136493753,0.273787881138024,TRUE
"346","238.95943/0.816",0.489809360504498,0.479445466189648,0.456306234260482,21,-0.271713247963832,0.274309213462075,TRUE
"347","314.02264/8.802",0.489165805332541,0.458247982641441,0.414698982018701,-1,-0.273512580898079,0.273680913155605,TRUE
"348","229.95383/8.802",0.488695626106735,0.444639465832734,0.38139983701649,-1,-0.273561482318941,0.273226096259965,TRUE
"349","335.19455/4.979",0.488125104292413,0.454466033767284,0.424313378460395,0,-0.270640410143305,0.27869621985176,TRUE
"350","440.20244/11.251",0.486930128277882,0.445977866231949,0.407296276953776,-25,-0.272704432814963,0.269542596872508,TRUE
"351","286.22574/6.017",0.486673924176479,0.424977430765984,0.358750250511055,-25,-0.279615180747124,0.272643302168532,TRUE
"352","225.0089/2.88",0.486282864290097,0.440303830855906,0.37029881975396,-1,-0.274471216526206,0.280483274058752,TRUE
"353","349.21023/8.622",0.48485052684907,0.450714647605705,0.404730073005282,-18,-0.270990856323294,0.269814831316965,TRUE
"354","367.25729/8.795",0.484781576086861,0.464824657111936,0.450828294162283,0,-0.269730849213305,0.264463888504485,TRUE
"355","278.14952/5.459",0.484715545906859,0.436903640686516,0.386997016257302,0,-0.276821950742126,0.279781995108548,TRUE
"356","Lycopsamine",0.48470509414991,0.472408646374685,0.463943135016268,19,-0.273504427836437,0.277512237370905,TRUE
"357","406.29456/11.088",0.484647131056748,0.4410489105931,0.367313177031928,-2,-0.27120834974866,0.271886792956644,TRUE
"358","321.21525/3.036",0.484530565990526,0.44942121788881,0.423849945542227,1,-0.275412738443968,0.271937647343266,TRUE
"359","397.13855/12.658",0.48452465643693,0.432879541536808,0.384833823603341,-25,-0.278429778001726,0.273266446304257,TRUE
"360","Tris(2-Butoxyethyl) Phosphate",0.483670642765586,0.458743569878124,0.437763120441045,-25,-0.26870016895843,0.268989050404683,TRUE
"361","(2r)-N-(2s)-1-Amino-3-Cyclohexyl-1-Oxo-2-Propanyl-1-(Cyclohexylcarbonyl)-2-Piperazinecarboxamide",0.483135598354281,0.447070894381463,0.383121952961226,-2,-0.27336607665904,0.268667561158241,TRUE
"362","351.22591/4.241",0.483062776839277,0.47277750849173,0.461848503344401,8,-0.265823182108884,0.275443911638056,TRUE
"363","Octyl (4î)-2-Deoxy-2-(Z)-(1-Hydroxyethylidene)Amino-Î-D-Xylo-Hexopyranosi",0.482902717328624,0.47050996136428,0.45965102108855,0,-0.274711006203305,0.269676227338285,TRUE
"364","301.15264/3.628",0.482793382973006,0.461912105586078,0.430810519531754,26,-0.270815855739403,0.275368132338423,TRUE
"365","262.2145/11.476",0.482413798799491,0.445595238651221,0.3981291563775,-26,-0.264532317403271,0.269583050734741,TRUE
"366","226.11815/2.074",0.482311087145787,0.455192058892085,0.405893333810935,-1,-0.27543823348217,0.271135159663423,TRUE
"367","269.9705/1.107",0.481964639295193,0.457941604738035,0.424923160432319,-1,-0.273625251001538,0.27172464361136,TRUE
"368","375.22607/4.767",0.481482080770224,0.45941583000117,0.439588410948005,27,-0.275896885284511,0.273314171773442,TRUE
"369","2,3-Dimethoxy-5-Methylhydroquinone",0.479148267823879,0.460898171095846,0.443402059382265,1,-0.278754109957056,0.271062971495041,TRUE
"370","267.94089/0.805",0.479129708175029,0.439476922712501,0.392494658407203,1,-0.2742037477193,0.27829928986886,TRUE
"371","271.14207/5.027",0.477566278235741,0.425841433371709,0.388736908796668,0,-0.275362889844097,0.275027871471141,TRUE
"372","267.85735/0.897",0.47692370754292,0.467616450016008,0.460138281146343,23,-0.274438787863594,0.274284879052872,TRUE
"373","487.86597/0.886",0.476160164358948,0.445196695453619,0.415281810263016,1,-0.276752039783525,0.279745683424322,TRUE
"374","222.08689/3.944",0.475771074862209,0.441723948714393,0.403938173335515,25,-0.276738998526003,0.279031875812304,TRUE
"375","2-(2-Ethoxyethoxy)Ethanol",0.475714249625273,0.445092847438705,0.417949366437376,-27,-0.272836604430041,0.277252778815077,TRUE
"376","291.20466/4.175",0.475442484907226,0.443942903336057,0.413652547040555,2,-0.266808981646221,0.271311659164957,TRUE
"377","313.17376/2.907",0.47531006828708,0.465138934235735,0.451934562907721,-2,-0.27839512538243,0.270378447019561,TRUE
"378","453.90573/0.865",0.474901890679663,0.45593039621704,0.441014375985708,-2,-0.275453795438238,0.272429263699087,TRUE
"379","521.89362/0.866",0.474879548588263,0.449479723474556,0.435509694471785,1,-0.27940199700967,0.274681459809451,TRUE
"380","284.24655/5.146",0.474417543443976,0.45135494802259,0.422650934653456,-24,-0.271553559530411,0.267122374875906,TRUE
"381","Moroxydine",0.474226041970394,0.451528762577198,0.430459196354278,-24,-0.274104948403436,0.269603309203691,TRUE
"382","Cloprostenol",0.473963354034644,0.411081131825911,0.367934878145776,-25,-0.273969188085756,0.274126356788594,TRUE
"383","180.07631/7.976",0.473558472850451,0.449018788909873,0.417165158937767,-18,-0.270791995171461,0.272971233854208,TRUE
"384","252.13383/5.674",0.472944622042226,0.430080391672455,0.393667564061626,-1,-0.279008771926427,0.271444451225489,TRUE
"385","355.10842/12.391",0.472767734894763,0.424160998198885,0.400444668511834,-25,-0.278445819550876,0.272865778310274,TRUE
"386","384.17638/9.33",0.472377008661179,0.448543084787738,0.425860235451286,-17,-0.276254950175871,0.277805551981775,TRUE
"387","2-Methylbutyrylcarnitine",0.471562091250966,0.458324034950234,0.438084188798926,20,-0.274893655149314,0.277402360430068,TRUE
"388","Paracetamol",0.471344095914954,0.432014362330831,0.418374262801346,-26,-0.271465177162144,0.271103348420081,TRUE
"389","Hexahydropyridine",0.471159831606014,0.445848371727883,0.405083240608253,-19,-0.275513730093388,0.275172299971098,TRUE
"390","N-(9-Oxodecyl)Acetamide",0.47089122731191,0.444454348906731,0.42605993137214,0,-0.275696614481138,0.274225385062425,TRUE
"391","4-Nitroaniline",0.470841996178079,0.447763232700025,0.42314986323096,-28,-0.274861718075019,0.268377410905769,TRUE
"392","354.21322/14.054",0.469899862882875,0.446356339810554,0.429029992935283,-20,-0.277653651187602,0.278177344097031,TRUE
"393","268.12872/4.176",0.469869897368203,0.456206698177548,0.438819564383794,-1,-0.274391855739418,0.265062409894804,TRUE
"394","296.14721/2.906",0.468442959788171,0.453460011526797,0.441347007901927,3,-0.273779415211796,0.271508838843769,TRUE
"395","452.36167/10.688",0.467572485060755,0.44854402252038,0.419790135397836,-25,-0.274228177353995,0.261900624050139,TRUE
"396","413.22937/9.189",0.466522963668714,0.440437838240657,0.408155834625804,-1,-0.27365855957548,0.269932367520148,TRUE
"397","N-Cyclopropyl (2e,6z)-Nonadienamide",0.465194889833778,0.457819919041435,0.452005081051308,23,-0.272257634653605,0.276362906003217,TRUE
"398","240.18779/15.061",0.464839641312454,0.396553916835032,0.351194292813868,-25,-0.278434188206612,0.274426595395286,TRUE
"399","214.08419/3.32",0.464501464523327,0.428293031847002,0.383763759707415,25,-0.270151911360119,0.27253807915003,TRUE
"400","287.17334/4.428",0.464070092834522,0.450459537784676,0.430820697260531,20,-0.273821566522903,0.273710300528017,TRUE
"401","272.12609/4.258",0.463976296297227,0.443666570146264,0.423549521902994,20,-0.273231649158632,0.273163948629065,TRUE
"402","287.17342/4.231",0.463214199431705,0.436613305424353,0.404977626772387,20,-0.274678133165754,0.271245902015714,TRUE
"403","Stachydrine",0.462959500062604,0.431505605806075,0.398184391829484,-1,-0.270195148450743,0.273878193503134,TRUE
"404","184.01618/0.79",0.460320962017252,0.44342845746729,0.431725431532366,21,-0.273342314696115,0.273296547760551,TRUE
"405","281.16039/6.863",0.45996623389341,0.442698913278131,0.425962500767948,0,-0.279628949978719,0.278596107429907,TRUE
"406","169.96962/1.338",0.459507394694184,0.421939515081284,0.381052627919176,-1,-0.280718739747504,0.279951543548965,TRUE
"407","214.08418/3.468",0.459054738465364,0.438239219136107,0.415436588247029,21,-0.270575167026065,0.269329695592958,TRUE
"408","231.91033/0.883",0.458896567319564,0.43926626944504,0.43005711242157,23,-0.27528168782569,0.273298066946469,TRUE
"409","375.23708/13.028",0.45838397405455,0.435088774585777,0.418042780487404,-20,-0.279835947087139,0.275248230807714,TRUE
"410","397.219/13.03",0.45838397405455,0.435088774585777,0.418042780487404,-20,-0.279835947087139,0.275248230807714,TRUE
"411","343.16335/4.227",0.457985311894735,0.439916593809351,0.424707904024837,-21,-0.279390881271316,0.275520637935737,TRUE
"412","3-(5-Pyridin-3-Yl-2-Thienyl)Prop-2-Yn-1-Ol",0.457298912625849,0.43828902236132,0.403642541242013,-17,-0.273044712297092,0.272785170652012,TRUE
"413","325.18902/11.764",0.455813910342002,0.44051652355217,0.400675797438541,-26,-0.279400063975383,0.275314358732151,TRUE
"414","(1r,2r,3s,6s,7r,9s,10s,11s,13r,14r)-11-(1-Hydroxy-2-Propanyl)-3,7,10-Trimethyl-15-Oxapentacyclo7.5.1.01,6.07,13.010,14pentadecane-2,6,9,11,13,14-Hexol",0.455602060100752,0.438676864285681,0.424423900259075,-25,-0.274688369946045,0.26979469164858,TRUE
"415","314.13671/6.267",0.455488191611239,0.401159883155085,0.368475164310454,-25,-0.272536097511055,0.272730643882944,TRUE
"416","2-Hexenoylcarnitine",0.455081899083514,0.424324032738706,0.397950703467919,24,-0.272859605936728,0.278432835178458,TRUE
"417","347.19465/4.769",0.454704266470363,0.442660537536275,0.42550703710137,-28,-0.274528660858355,0.27153354575634,TRUE
"418","Leu-Pro",0.454471527723049,0.432732066059456,0.413985340709755,-1,-0.27693192965728,0.273826112862854,TRUE
"419","350.17072/11.044",0.454029520436873,0.432899903230174,0.411570964751589,0,-0.278333088771935,0.274903077758921,TRUE
"420","250.08176/3.443",0.452986751220503,0.402312505735892,0.355726602968019,-1,-0.274593307597302,0.271191081558106,TRUE
"421","767.53312/11.093",0.452777388802628,0.397933188262784,0.342908072161936,-2,-0.271217433129438,0.271640505019862,TRUE
"422","262.93971/0.765",0.452676022013442,0.446052532140757,0.43473327620449,1,-0.273351401330918,0.27384420717783,TRUE
"423","292.09239/3.315",0.452420783743389,0.427912851710967,0.401222207622378,25,-0.280324964704762,0.277816396706444,TRUE
"424","304.20728/14.688",0.452363866519455,0.439886616243152,0.427983826162854,25,-0.272927355874132,0.267599577168987,TRUE
"425","379.22098/5.35",0.452285312553345,0.44449912065321,0.43107150490967,21,-0.281722759207432,0.274302229140046,TRUE
"426","Mephenesin",0.452219616694188,0.430174810530332,0.410288035561302,-1,-0.276274357887192,0.270879212236259,TRUE
"427","543.88925/0.871",0.452055258162289,0.409544785098589,0.35532557676554,2,-0.277272642523346,0.280043309734326,TRUE
"428","465.72169/0.905",0.451652433956804,0.38933421687938,0.321529154692656,0,-0.273434018640554,0.276593298548871,TRUE
"429","262.15455/7.904",0.451430332442252,0.416055470420856,0.364090208570178,0,-0.26602708143082,0.272553683789009,TRUE
"430","333.90811/0.861",0.451254042305637,0.435955548362031,0.421076619276431,26,-0.277480532220812,0.275460867076363,TRUE
"431","Lotaustralin",0.450012336807424,0.442343375875359,0.432069036428294,20,-0.275753669870142,0.276759860585718,TRUE
"432","319.19956/3.62",0.449695218805977,0.426160089845554,0.405181880604999,4,-0.270474946397858,0.272837715275371,TRUE
"433","293.18389/4.933",0.449689352630256,0.398333230815215,0.345503134656033,8,-0.27025973767906,0.270442939654821,TRUE
"434","240.18783/15.088",0.449467395228265,0.390472506001853,0.352127648642051,-25,-0.277258638460277,0.272383537509361,TRUE
"435","Aminolevulinic Acid",0.448609042933079,0.413491937398526,0.382397420554381,0,-0.274176903476691,0.274736989537272,TRUE
"436","351.18961/5.351",0.447440526649186,0.434295377682272,0.416337073797894,25,-0.27104451104799,0.277053157114955,TRUE
"437","Ethylparaben",0.447066204916601,0.401572512575426,0.336413808656101,-1,-0.281216990988237,0.281572911951927,TRUE
"438","217.20426/5.974",0.446390030491191,0.439484597359184,0.42682327079336,-18,-0.275300590956203,0.279107581968244,TRUE
"439","319.1996/4.287",0.446250556023772,0.424951191126653,0.404291638302832,7,-0.268393765791209,0.268577138245593,TRUE
"440","439.71874/0.917",0.445853637439522,0.406714076207267,0.363552588233315,-1,-0.275164522301022,0.275634329442079,TRUE
"441","287.17341/4.558",0.445430660056104,0.430025888945739,0.407897285321213,21,-0.272536174355319,0.274126014051655,TRUE
"442","297.17883/2.296",0.445363809150081,0.431541590069518,0.421511443769574,3,-0.271190847786973,0.275793222913365,TRUE
"443","Np-020400",0.444640076782502,0.398003117461986,0.36890364468812,-27,-0.274346756854711,0.27324121164548,TRUE
"444","335.23093/4.871",0.44379947134227,0.408917426245393,0.388919030378663,8,-0.269780153596557,0.269442968036448,TRUE
"445","238.11815/4.64",0.443341890522715,0.394061539335337,0.336591226290937,-1,-0.278864923990049,0.277619247044479,TRUE
"446","375.29876/11.959",0.443048059131997,0.393680809759744,0.345209969421227,-25,-0.269662935178788,0.270643597062853,TRUE
